,row,species,sp,site,era,date,nest1,nest2,nest3,nest3note,sampleUnit,size1mm,habitat,tideHTm,lat,long,Shaw_hab,notes,notes2
3051,4095,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,12.1,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3052,4096,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,10.2,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3053,4097,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,8.1,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3054,4098,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,13.6,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3055,4099,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,13.2,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3056,4100,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,12.5,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3057,4101,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,14.4,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3058,4102,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,19,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3059,4103,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,12,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3060,4104,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,12.5,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3061,4105,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,11.5,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3062,4106,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,15.3,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3063,4107,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,14.3,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3064,4108,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,12,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3065,4109,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,15.9,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3066,4110,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,17.5,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3067,4111,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,14.3,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3068,4112,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,12.1,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3069,4113,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,14.1,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3070,4114,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,12.6,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3071,4115,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,12.6,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3072,4116,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,11.1,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3073,4117,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,10.8,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3074,4118,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,9.2,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3075,4119,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran2L,quad3,3.68,m_alongTransect,tran2L_quad3,7.5,red macroalgae/rock,3,36.62129N,121.90388W,,,l_isistius
3076,4143,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran2R,quad1,5.3,m_alongTransect,tran2R_quad1,NA,mussels/coralline,3,36.62199N,121.90540W,,,NA
3077,4144,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran2R,quad2,3.97,m_alongTransect,tran2R_quad2,NA,mussels/coralline,3,36.62199N,121.90540W,,,NA
3078,4145,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran2R,quad3,2.01,m_alongTransect,tran2R_quad3,NA,mussels/coralline,3,36.62199N,121.90540W,,,NA
3079,4146,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran2R,quad4,0.83,m_alongTransect,tran2R_quad4,NA,mussels/coralline,3,36.62199N,121.90540W,,,NA
3080,4147,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran2W,quad1,5.18,m_alongTransect,tran2W_quad1,NA,mussels/egregia,2,36.62196N,121.90527W,,,NA
3081,4148,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran2W,quad2,6.26,m_alongTransect,tran2W_quad2,NA,mussels/egregia,2,36.62196N,121.90527W,,,NA
3082,4149,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran2W,quad3,6.96,m_alongTransect,tran2W_quad3,NA,mussels,2.5,36.62196N,121.90527W,,,NA
3083,4151,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran2W,quad5,9.46,m_alongTransect,tran2W_quad5,NA,egregia/iridia,1,36.62196N,121.90527W,,,NA
3084,4152,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran3R,quad1,0.96,m_alongTransect,tran3R_quad1,NA,barnacles/mussels,2,36.62201N,121.90546W,,,NA
3085,4156,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran3W,quad1,0.26,m_alongTransect,tran3W_quad1,NA,mussels,3,36.62195N,121.90534W,,,NA
3086,4158,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran3W,quad3,3.24,m_alongTransect,tran3W_quad3,23.8,mussels,3.5,36.62195N,121.90534W,,,NA
3087,4159,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran3W,quad3,3.24,m_alongTransect,tran3W_quad3,17,mussels,3.5,36.62195N,121.90534W,,,NA
3088,4160,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran3W,quad3,3.24,m_alongTransect,tran3W_quad3,21,mussels,3.5,36.62195N,121.90534W,,,NA
3089,4161,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran3W,quad3,3.24,m_alongTransect,tran3W_quad3,16.3,mussels,3.5,36.62195N,121.90534W,,,NA
3090,4162,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran3W,quad3,3.24,m_alongTransect,tran3W_quad3,19,mussels,3.5,36.62195N,121.90534W,,,NA
3091,4163,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran3W,quad4,3.76,m_alongTransect,tran3W_quad4,18,mussels,3.5,36.62195N,121.90534W,,,NA
3092,4164,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran3W,quad5,4.86,m_alongTransect,tran3W_quad5,NA,barnacles,4,36.62195N,121.90534W,,,NA
3093,4165,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad1,0.91,m_alongTransect,tran4R_quad1,NA,barnacles/mussels/rock,2,36.62197N,121.90547W,,,NA
3094,4166,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad2,2.84,m_alongTransect,tran4R_quad2,NA,barnacles/mussels/rock,3,36.62197N,121.90547W,,,NA
3095,4167,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad3,4.64,m_alongTransect,tran4R_quad3,17.2,barnacles/mussels,2,36.62197N,121.90547W,,,NA
3096,4168,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad3,4.64,m_alongTransect,tran4R_quad3,19.6,barnacles/mussels,2,36.62197N,121.90547W,,,NA
3097,4169,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad3,4.64,m_alongTransect,tran4R_quad3,18.5,barnacles/mussels,2,36.62197N,121.90547W,,,NA
3098,4170,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad3,4.64,m_alongTransect,tran4R_quad3,15.1,barnacles/mussels,2,36.62197N,121.90547W,,,NA
3099,4171,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad3,4.64,m_alongTransect,tran4R_quad3,19.2,barnacles/mussels,2,36.62197N,121.90547W,,,NA
3100,4172,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad3,4.64,m_alongTransect,tran4R_quad3,14.2,barnacles/mussels,2,36.62197N,121.90547W,,,NA
3101,4173,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad3,4.64,m_alongTransect,tran4R_quad3,10.9,barnacles/mussels,2,36.62197N,121.90547W,,,NA
3102,4174,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad3,4.64,m_alongTransect,tran4R_quad3,10.4,barnacles/mussels,2,36.62197N,121.90547W,,,NA
3103,4180,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad4,5.7,m_alongTransect,tran4R_quad4,21.8,barnacles/coralline,2,36.62197N,121.90547W,,,NA
3104,4181,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad4,5.7,m_alongTransect,tran4R_quad4,21.7,barnacles/coralline,2,36.62197N,121.90547W,,,NA
3105,4183,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad4,5.7,m_alongTransect,tran4R_quad4,21.2,barnacles/coralline,2,36.62197N,121.90547W,,,NA
3106,4184,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad4,5.7,m_alongTransect,tran4R_quad4,20,barnacles/coralline,2,36.62197N,121.90547W,,,NA
3107,4185,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad4,5.7,m_alongTransect,tran4R_quad4,24.5,barnacles/coralline,2,36.62197N,121.90547W,,,NA
3108,4186,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4R,quad4,5.7,m_alongTransect,tran4R_quad4,24,barnacles/coralline,2,36.62197N,121.90547W,,,NA
3109,4188,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,19.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3110,4189,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17.5,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3111,4190,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.3,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3112,4191,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,20.8,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3113,4192,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,20.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3114,4193,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3115,4194,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3116,4195,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3117,4196,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.3,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3118,4197,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,19,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3119,4198,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3120,4199,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3121,4200,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3122,4201,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3123,4202,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.2,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3124,4203,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3125,4204,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17.8,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3126,4205,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.1,barnacles,3,36.62194N,121.90537W,,size was 181; Robin changed to 18.1,w_bigbagB
3127,4206,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3128,4207,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3129,4208,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3130,4209,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,22.8,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3131,4210,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3132,4211,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3133,4212,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3134,4213,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,21.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3135,4214,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,19.2,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3136,4215,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3137,4216,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3138,4217,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3139,4218,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.5,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3140,4219,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3141,4220,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.5,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3142,4221,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3143,4222,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3144,4223,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3145,4224,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3146,4225,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3147,4226,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,19.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3148,4227,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,20,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3149,4228,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,20.6,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3150,4229,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,20.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3151,4230,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.2,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3152,4231,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3153,4232,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3154,4233,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3155,4235,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3156,4236,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.3,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3157,4237,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3158,4238,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3159,4239,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3160,4240,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3161,4241,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3162,4242,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3163,4243,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.8,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3164,4246,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.6,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3165,4247,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3166,4248,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3167,4249,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3168,4250,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3169,4251,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3170,4252,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.5,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3171,4253,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.8,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3172,4254,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3173,4255,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.8,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3174,4256,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3175,4257,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17.3,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3176,4258,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,19.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3177,4259,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3178,4260,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17.6,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3179,4261,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3180,4262,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3181,4263,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.6,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3182,4264,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.6,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3183,4265,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3184,4266,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3185,4267,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,17,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3186,4268,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15.2,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
