study,studySub,species,sp,site,era,date,nest1,nest2,nest3,nest3note,sampleUnit,size1mm,habitat,tideHTm,lat,long
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,41.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,42.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,42.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,49.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,45.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,32.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,40.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,39.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,34.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,53.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,42.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,44.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,46,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,38.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,44,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,32.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,33.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,42.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,31.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,40.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,22.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,38.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,40.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,39.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,32.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,41.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,18.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,38.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,46,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,33.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,38.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,41,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,39.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,39.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,32.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,41.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,34.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,44.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,40.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,30.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,42.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,43.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,34.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,34.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,32.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,39.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,31.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,11,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,18,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,22,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,25,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,25,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,25,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,25,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,25,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,26,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,26,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,26,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,26,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,26,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,26,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,26,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,26,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,26,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
