row,species,sp,site,date,nest1,nest2,nest3,nest3note,sampleUnit,size1mm,habitat,tideHTm,lat,long,Shaw_hab,notes,notes2
3512,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,13.1,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3513,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,11.8,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3514,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,11.4,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3515,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,15.2,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3516,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,12.3,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3517,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,12.4,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3518,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,12.7,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3519,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,11.1,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3520,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,10.7,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3521,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,10.2,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3522,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,10.8,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3523,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,8.5,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3524,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,10.1,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3525,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,10.1,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3526,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,7.8,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3527,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,9.5,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3528,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,7.8,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3529,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,10.5,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3530,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad2,2.77,m_alongTransect,tran21R_quad2,5.5,red macroalgae,4,36.62123N,121.90389W,,hermit crab,r_rhincodon
3531,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,16.8,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3532,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,18.9,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3533,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,14.7,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3534,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,14.9,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3535,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,14.5,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3536,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.8,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3537,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.5,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3538,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,14.9,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3539,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,15.2,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3540,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,16.4,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3541,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,14,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3542,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,14.7,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3543,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,14.3,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3544,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.6,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3545,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,14.1,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3546,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.8,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3547,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.9,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3548,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.3,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3549,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,12.6,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3550,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.7,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3551,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,15.4,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3552,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,14.3,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3553,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3554,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,12.3,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3555,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.1,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3556,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,14,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3557,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,12.9,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3558,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.4,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3559,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,12.7,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3560,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.8,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3561,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,16.8,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3562,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,12.3,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3563,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,12.7,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3564,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,11.4,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3565,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,12,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3566,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,12.6,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3567,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.3,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3568,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,15.7,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3569,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,12.5,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3570,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,13.3,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3571,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,12.4,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3572,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,10.1,red macroalgae/barnacles,4,36.62123N,121.90389W,,,r_heterodontus
3573,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,9.1,red macroalgae/barnacles,4,36.62123N,121.90389W,,hermit crab,r_heterodontus
3574,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,10.9,red macroalgae/barnacles,4,36.62123N,121.90389W,,hermit crab,r_heterodontus
3575,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran21R,quad3,4.49,m_alongTransect,tran21R_quad3,10.9,red macroalgae/barnacles,4,36.62123N,121.90389W,,hermit crab,r_heterodontus
3576,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,22.1,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3577,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,20,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3578,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,21.2,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3579,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,18.1,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3580,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,18.1,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3581,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,18.5,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3582,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,12.4,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3583,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,17.6,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3584,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,17.8,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3585,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,19.5,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3586,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,17.2,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3587,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,7.5,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3588,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,18.9,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3589,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,15.6,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3590,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,21,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3591,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,19.4,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3592,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,15,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3593,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.5,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3594,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,19.4,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3595,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,18.6,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3596,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.4,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3597,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,17.2,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3598,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,11.8,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3599,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,15.2,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3600,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,15.3,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3601,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,18.4,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3602,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,12.5,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3603,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,18.8,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3604,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,12,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3605,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,14.6,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3606,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,12,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3607,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,17.1,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3608,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.3,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3609,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.6,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3610,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,20.2,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3611,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,19.3,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3612,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,16.7,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3613,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,19.4,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3614,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.9,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3615,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,10.9,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3616,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.9,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3617,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,12.3,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3618,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3619,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,15.4,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3620,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,17.8,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3621,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,16.7,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3622,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,12.7,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3623,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.6,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3624,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,12.2,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3625,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,14.6,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3626,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,19.6,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3627,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,14.2,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3628,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,19,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3629,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,12.5,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3630,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,14.7,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3631,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.4,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3632,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,17.1,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3633,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,16.5,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3634,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,14.3,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3635,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,14,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3636,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,14.8,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3637,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,14.3,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3638,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.1,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3639,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,16,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3640,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,14,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3641,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.3,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3642,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.5,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3643,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,14.1,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3644,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.2,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3645,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,12.6,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3646,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,12.5,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3647,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.3,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
3648,Chlorostoma.funebralis,CHFU,Wara.D,7/16/14,tran2L,quad1,0.57,m_alongTransect,tran2L_quad1,13.4,red macroalgae/red crust,3,36.62129N,121.90388W,,,l_squatina
